year,geo_code,geo_level,FSA,GNR,GNR_LF,data_quality_flag,alt_geo_code,pop_2016,num_private_dwellings,num_dwellings_occupied,pct_age_0_14,pct_age_15_64,pct_age_64_plus,median_age,avg_household_size,avg_census_family_size,median_income_recipients,median_income_household,pct_LIM_AT,pct_LIM_AT_age_under18,pct_LIM_AT_age_under6,pct_LIM_AT_age_18_64,pct_LIM_AT_age_65_plus,pct_participation_rate,pct_employed,pct_unemployed,pct_cdn_citizens,pct_immigrants,pct_aboriginal,pct_visible_minority,pct_home_owners,pct_home_rent,pct_education_none,pct_education_uni_higher,pct_non_movers
2016,A0A,2,A0A,4.2,9.1,0,01A0A,46587,26155,19426,14.3,64.3,21.3,48.5,2.4,2.7,29545,63866,17,19.6,19.4,13.2,26,54.4,45.5,16.4,0.995087873,0.01058952,0.015611354,0.005348761,0.861319534,0.138680466,0.165772212,0.64028777,0.932070902
2016,A0B,2,A0B,4.1,10.1,10,01A0B,19792,13658,8792,10.6,62.3,27.1,54.2,2.2,2.6,27561,59154,16.5,16.6,16.4,11.6,27.8,51.6,42.1,18.5,0.995664371,0.010714286,0.016581633,0.007142857,0.891784703,0.107648725,0.204898728,0.356321839,0.931370038
2016,A0C,2,A0C,4.1,8.6,0,01A0C,12587,8010,5606,11.2,63.1,25.8,53.1,2.2,2.5,25030,52112,20.5,23.2,22.8,15.9,30.6,52.4,38.4,26.8,0.995108031,0.010191602,0.011822258,0.003668977,0.871055005,0.128043282,0.243440233,0.248502994,0.939319393
2016,A0E,2,A0E,4.2,8.1,0,01A0E,22294,12293,9603,12.3,64.1,23.6,51,2.3,2.6,26707,60954,17.1,18.9,21.1,12.2,29.1,51.3,39.2,23.5,0.995240254,0.008159565,0.01586582,0.006799637,0.868818324,0.131181676,0.227254182,0.317773788,0.93020073
2016,A0G,2,A0G,4.4,7.8,0,01A0G,35266,21750,15200,11.8,61.9,26.3,52.8,2.3,2.5,24770,53342,20.7,20.8,23.6,15.2,33.5,49.2,35.7,27.5,0.995379729,0.007075812,0.04562518,0.005487365,0.882198091,0.117472853,0.280785563,0.224952741,0.932742592
2016,A0H,2,A0H,4.2,8.8,0,01A0H,17804,9928,7651,12.1,64.1,23.9,51.6,2.3,2.6,24761,52847,22.8,28.9,32.6,17.7,31.5,50.1,37.5,25.2,0.997482517,0.006713287,0.101566872,0.005595971,0.82253886,0.17357513,0.277497477,0.232727273,0.93410307
2016,A0J,2,A0J,4.7,7.6,0,01A0J,7880,4813,3426,11.3,62.1,26.6,52.9,2.2,2.5,23604,52352,21.2,22.4,27.1,15.2,35,47,33.8,28,0.997387329,0.005225343,0.020887728,0.003265839,0.822580645,0.175953079,0.268620269,0.268181818,0.92519685
2016,A0K,2,A0K,4.6,8.2,0,01A0K,26058,15159,11090,11.5,64.4,24.1,51.8,2.3,2.6,27044,60533,17.4,16.1,17.5,10.3,36.9,53.5,34.1,36.3,0.991847826,0.010675466,0.171583851,0.009899068,0.894499549,0.105951307,0.287396122,0.275903614,0.936352987
2016,A0L,2,A0L,4.5,8.8,0,01A0L,7643,3769,3178,14.1,65.6,20.4,48.3,2.4,2.6,32248,69449,13.2,14.7,14.5,8.7,25.8,55.6,43.8,21.1,0.992875648,0.014896373,0.301813472,0.001943005,0.879069767,0.124031008,0.190532544,0.726708075,0.916939176
2016,A0M,2,A0M,5.1,10.7,10,01A0M,6200,3247,2769,12.1,62.7,25.2,52.6,2.2,2.5,27168,57165,16.6,17.8,22.6,11.9,27.8,51.5,37.3,27.8,0.997572816,0.003236246,0.048582996,0.006472492,0.831842576,0.169946333,0.282234957,0.314720812,0.932355338
2016,A0N,2,A0N,4.9,9.5,0,01A0N,13815,8027,6370,11.3,63.5,25.2,53.2,2.1,2.5,22744,42787,29.9,38.6,38.8,24.4,38.5,43.9,30.9,29.6,0.997416974,0.007008484,0.367158672,0.003690037,0.847310127,0.152689873,0.295822102,0.232346241,0.927272727
2016,A0P,2,A0P,7.3,7.9,101,01A0P,13721,5123,4677,21.9,68.7,9.4,34.5,2.9,3,39631,99631,10.6,13,14.4,9.3,14.2,67.4,57.6,14.7,0.977744807,0.027818991,0.652077151,0.025222552,0.622459893,0.288770053,0.230614973,0.594202899,0.893152746
2016,A0R,2,A0R,2.5,4.5,0,01A0R,2543,1293,966,21.4,71.5,7.1,35.4,2.6,2.9,58816,130048,2.8,3.1,4.4,2.1,5.6,73.3,66.8,8.9,0.978303748,0.031558185,0.138067061,0.025590551,0.611398964,0.388601036,0.033898305,3.3,0.894
2016,A1A,2,A1A,3.4,3.6,0,01A1A,30382,13545,12663,15.5,65.9,18.6,42.7,2.4,2.8,41350,83560,11,15.2,19.4,10.3,9.1,63.8,58.5,8.3,0.945588482,0.086388749,0.026117529,0.094759752,0.682320442,0.317679558,0.052519733,8.208092486,0.876855601
2016,A1B,2,A1B,4.4,8,1,01A1B,19867,10051,8653,12.6,72.6,14.8,33,2.2,2.7,28787,61043,23.3,31.6,32.9,23.6,12.4,62.7,55.4,11.7,0.888514389,0.085040187,0.042271784,0.128856624,0.501454334,0.498545666,0.093056895,4.471502591,0.772715371
2016,A1C,2,A1C,4.4,7.5,1,01A1C,12712,7438,6453,9.6,75.9,14.5,39.1,1.9,2.5,28938,52608,24.3,35.9,35.6,23.1,21.7,64.3,57.7,10.3,0.933675484,0.068693249,0.030398737,0.070272404,0.513782542,0.486217458,0.110571081,3.648351648,0.790187475
2016,A1E,2,A1E,3.8,6.5,0,01A1E,27115,13704,12553,12,68.7,19.3,45.1,2.1,2.6,33574,61758,17.1,27.2,28.8,14.9,16.4,60.4,55.2,8.7,0.965318991,0.044872983,0.025593472,0.040608196,0.580798104,0.419201896,0.115272845,2.476190476,0.862488307
2016,A1G,2,A1G,4.1,4.7,0,01A1G,5777,2646,2483,15,69.9,15.1,41.3,2.3,2.7,39026,73927,10.4,12.2,12.9,9.3,13.3,67.4,61.5,8.6,0.991189427,0.012334802,0.039647577,0.014096916,0.714574899,0.287449393,0.069423929,3.234042553,0.885918004
2016,A1H,2,A1H,2,2.3,0,01A1H,5493,2102,1984,24.2,67.9,7.8,36.1,2.8,3.1,59200,129792,3.7,4.5,4.8,3.3,3.5,75.1,72,4.1,0.979871912,0.020128088,0.048446069,0.020128088,0.85,0.15,0.028616852,15.27777778,0.856481481
2016,A1K,2,A1K,2.6,4.6,0,01A1K,12253,4646,4438,19.9,68.9,11.2,40,2.7,3,44736,105612,6.2,7.2,7.6,5.3,9.9,69.5,63.8,8.3,0.991393443,0.017622951,0.03442623,0.018032787,0.862767154,0.137232846,0.075949367,3.481481481,0.92004971
2016,A1L,2,A1L,2.7,4.5,0,01A1L,21376,8659,8035,21.6,70.2,8.3,35.7,2.6,2.9,49043,107512,5.7,6.7,7.9,4.9,10.2,75.4,70.2,6.9,0.99339934,0.012022631,0.041254125,0.008486563,0.806471686,0.192906036,0.064490759,4.146341463,0.887535817
2016,A1M,2,A1M,2.8,3.6,0,01A1M,8058,3181,2996,19.7,67.6,12.7,41.3,2.7,2.9,44858,107194,6.8,6.8,7.3,5.8,12.9,68.8,63.3,8,0.987569919,0.02921069,0.044126787,0.008701057,0.881072027,0.120603015,0.085378869,3.55,0.917661848
2016,A1N,2,A1N,3.2,4.5,0,01A1N,22957,10381,9605,12.9,70.3,16.8,44.5,2.4,2.7,38274,78232,9,15.1,16.7,7.5,9,64.8,59.8,7.7,0.985277961,0.019775873,0.035596572,0.017798286,0.72410203,0.275377408,0.081132075,2.590697674,0.903969838
2016,A1S,2,A1S,4.2,5.9,0,01A1S,6142,2374,2304,15.8,71.4,12.9,42.6,2.6,2.8,37652,87723,9.3,12.1,12.3,7.6,13.5,66.6,62.2,6.4,0.994897959,0.007653061,0.008496177,0.006796941,0.820224719,0.182022472,0.097383721,1.417910448,0.951282051
2016,A1V,2,A1V,2.8,3.3,0,01A1V,11698,5172,4892,16.6,65.5,17.9,43.2,2.3,2.7,35932,72896,12.1,15.4,19.1,10.5,13.8,62.6,56.3,10,0.984251969,0.017935258,0.052493438,0.017060367,0.658835546,0.340143003,0.105965463,1.822222222,0.86054722
2016,A1W,2,A1W,2.2,4.3,0,01A1W,11209,4549,4269,16.7,69.1,14.3,42.3,2.6,2.8,42280,94620,7,9.1,12.1,5.5,10.7,68,61.4,9.6,0.987782805,0.018099548,0.026696833,0.013122172,0.819976771,0.180023229,0.060653188,3.576923077,0.914689781
2016,A1X,2,A1X,2.7,3.8,0,01A1X,15003,6007,5668,18.3,67.9,13.7,40.3,2.6,2.8,39044,86989,8.9,10.3,10.6,7.2,15.3,67.3,61.2,9.1,0.995268672,0.01013856,0.041216216,0.009462656,0.832298137,0.168589175,0.111176818,1.393617021,0.901471091
2016,A1Y,2,A1Y,5.7,10.9,11,01A1Y,5669,2627,2321,13.6,62.9,23.5,49.4,2.3,2.7,28080,60448,16.3,20.5,27.3,12.6,24.1,57.5,46.8,18.6,0.996347032,0.010045662,0.025570776,0.010045662,0.806866953,0.190987124,0.1392,0.862068966,0.907663897
2016,A2A,2,A2A,3.8,3.3,0,01A2A,9610,4345,4118,15.4,63.9,20.8,46.2,2.3,2.7,34316,67533,14.2,18.9,22.8,12.7,15.2,57.5,49.1,14.8,0.992553191,0.021808511,0.053191489,0.02393617,0.701474201,0.297297297,0.087388282,2.477272727,0.892340653
2016,A2B,2,A2B,5.1,5.7,0,01A2B,4909,2740,2127,12.7,64.5,22.8,49,2.2,2.6,25536,50341,22.1,27.6,28.9,19,27.5,53.1,42.5,20,0.998937301,0.004250797,0.063761955,0.003184713,0.639344262,0.362997658,0.222014925,0.302521008,0.887820513
2016,A2H,2,A2H,4.6,7.5,0,01A2H,26092,12628,11227,13.6,65,21.4,47,2.3,2.7,32176,62056,15.2,19.5,23.2,13.2,17.9,58.2,50.6,13,0.989571035,0.019083219,0.246114499,0.01259099,0.680196253,0.319803747,0.112554113,1.830128205,0.872893119
2016,A2N,2,A2N,3.7,6.4,0,01A2N,8904,4348,4048,14,63.7,22.2,49,2.2,2.6,27861,49963,25.3,33.8,36.7,22.5,26.5,51.8,42.5,17.9,0.995438997,0.018814139,0.362599772,0.010832383,0.612546125,0.387453875,0.135220126,1.15503876,0.892016083
2016,A2V,2,A2V,1.9,3,0,01A2V,7288,3500,2933,18.5,73.2,8.3,37.4,2.5,2.8,58224,125483,5.2,8.7,8.5,4,6.8,71.3,65.1,8.6,0.955555556,0.045138889,0.087439278,0.045801527,0.787307033,0.212692967,0.081172492,1.805555556,0.903089888
2016,A5A,2,A5A,4,7.4,0,01A5A,8111,3830,3284,16.6,64.7,18.6,43.4,2.4,2.7,32205,69589,12.7,14.9,16.8,9.7,20.7,62.1,54.5,12.1,0.987600744,0.017358958,0.047117173,0.013019219,0.745889387,0.254110613,0.144960362,1.1484375,0.884203902
2016,A8A,2,A8A,4.7,7.9,0,01A8A,6901,4041,2865,14.5,62.2,23.4,49.2,2.4,2.6,27157,60902,17.3,24.2,28.2,13.8,21.4,55.3,43.2,22,0.988261189,0.011005136,0.130594277,0.016874541,0.77408056,0.22591944,0.164674635,0.612903226,0.874631268
2016,B0C,2,B0C,3.9,7.6,0,01B0C,2649,1689,1161,14,62.3,23.6,50.4,2.2,2.7,30438,56597,15.2,21.5,26.7,10.7,21.7,62,40.9,33.3,0.996108949,0.027237354,0.052529183,0.019455253,0.883116883,0.112554113,0.244274809,0.4375,0.927021696
2016,B0E,2,B0E,5.1,7.4,0,01B0E,25881,14997,11258,13.4,59.8,26.8,52.1,2.2,2.7,28719,55125,16.4,18.8,24,13.4,20.9,54.6,44.7,18.2,0.980407679,0.038986741,0.148426677,0.009699129,0.809862283,0.14660151,0.14403778,1.079234973,0.932655908
2016,B0H,2,B0H,5,7.1,0,01B0H,9953,5827,4388,14,60.9,25.2,51.7,2.3,2.7,27945,55040,18.7,20,21.3,14.2,28.2,53.7,44.6,16.9,0.988372093,0.027805865,0.143073812,0.028816987,0.854545455,0.120454545,0.186440678,0.71657754,0.932755986
2016,B0J,2,B0J,3.9,6.5,0,01B0J,39302,23591,17707,13,61.6,25.3,51.8,2.2,2.6,30070,57705,17.1,20.2,22.8,14.9,20,56.2,50.7,9.8,0.979772935,0.05533081,0.048805951,0.012788725,0.830440967,0.166714083,0.153018822,1.145367412,0.923764458
2016,B0K,2,B0K,4.4,7.1,0,01B0K,35895,20689,15775,14.3,61.9,23.8,49.7,2.2,2.7,29643,55522,18.9,24.8,31.2,16.6,20.2,56.2,49.2,12.4,0.988717509,0.031129516,0.040131391,0.015421962,0.792543021,0.199171447,0.161184211,0.960884354,0.910449907
2016,B0L,2,B0L,3.5,8.6,0,01B0L,2364,1657,1056,12.5,61.9,25.6,52.3,2.2,2.6,25395,51371,20.7,25,40,17,25.6,47.2,40.3,14.5,0.997835498,0.01511879,0.032467532,0.021598272,0.909090909,0.09569378,0.215767635,0.423076923,0.937229437
2016,B0M,2,B0M,4.7,8.4,0,01B0M,16997,9995,7548,13.7,62.3,24,49.9,2.2,2.6,27381,50082,22.7,29.5,35.3,19.6,25.5,55,48.5,11.9,0.983690728,0.028994262,0.026578073,0.015403201,0.826693227,0.171314741,0.165895954,0.696864111,0.921485088
2016,B0N,2,B0N,3.9,5.2,0,01B0N,39559,19157,16644,15.8,64.4,19.8,46.7,2.3,2.7,30531,59691,17.7,24.2,26.6,14.7,20.9,59.9,54.3,9.2,0.985817432,0.028880866,0.059566787,0.019597731,0.808004815,0.175142943,0.166901078,0.838483146,0.915007159
2016,B0P,2,B0P,3.9,6.3,0,01B0P,40417,18766,16913,15.6,64,20.4,46.6,2.4,2.7,30218,59980,17.3,22.4,25.8,15.1,18.8,59.7,54.3,9.1,0.98502994,0.040793413,0.046407186,0.02245509,0.766421208,0.230044183,0.144702842,1.217532468,0.890383407
2016,B0R,2,B0R,4,6,0,01B0R,5779,3771,2656,10.8,61.3,27.9,54.3,2.2,2.5,26192,51237,23.2,28.2,34,21.3,24.9,49,44.7,8.5,0.986784141,0.042253521,0.028169014,0.012323944,0.904761905,0.095238095,0.198664441,0.588235294,0.910460993
2016,B0S,2,B0S,4.8,6.8,0,01B0S,17212,9892,7954,12.1,59.2,28.6,53.5,2.1,2.5,25179,46305,26.4,36.3,40.3,24.8,24.2,51.8,44.7,13.9,0.977685213,0.060993752,0.052365367,0.01814936,0.785353535,0.208333333,0.17251462,0.816949153,0.882052821
2016,B0T,2,B0T,4.9,8.1,0,01B0T,14607,9029,6737,12,60.3,27.7,52.9,2.1,2.5,25711,48407,24.5,30.9,41.3,21.7,26.8,51,44.5,12.7,0.987538941,0.039806161,0.082352941,0.028719723,0.792188651,0.203389831,0.224058163,0.519174041,0.902651779
2016,B0V,2,B0V,4.5,11,11,01B0V,5809,3253,2758,12.7,61.8,25.6,51.6,2.1,2.6,24512,43776,27.4,37.8,47.9,23.6,29.6,55.5,46.1,17,0.983870968,0.039426523,0.052867384,0.039426523,0.693160813,0.306839187,0.246575342,0.506944444,0.862939585
2016,B0W,2,B0W,3.7,7.2,0,01B0W,26951,14465,12029,12.6,63.3,24.1,50.3,2.2,2.6,29127,58417,16.7,17.5,20.3,12.4,27.3,60.1,53.4,11.3,0.987420203,0.025910627,0.175741645,0.015020653,0.871155445,0.128428928,0.252797203,0.486860304,0.922218017
2016,B1A,2,B1A,3.6,6.1,0,01B1A,15937,7593,7051,13.8,62.6,23.6,49.2,2.2,2.7,26193,47659,24.5,38,47.1,22.4,19.9,50.7,41,19.1,0.989493792,0.008914358,0.025796178,0.021656051,0.683651805,0.315640481,0.139661427,1.008658009,0.917817014
2016,B1B,2,B1B,2.3,4.4,0,01B1B,1196,643,550,9.2,63.3,27.1,54.6,2.2,2.5,28192,56491,15.5,17.9,28.6,13.7,18.5,48.6,37.3,22.3,0.991416309,0.017167382,0.012875536,0,0.87962963,0.12037037,0.14516129,0.944444444,0.961373391
2016,B1C,2,B1C,6,11.5,10,01B1C,1654,859,738,9.1,64.8,26.4,54,2.2,2.6,32667,65536,12.7,20.9,22.2,10,16.3,57.2,35.8,37.4,0.983193277,0.022408964,0.030812325,0.005602241,0.881578947,0.118421053,0.17679558,0.75,0.949152542
2016,B1E,2,B1E,3.3,4.1,0,01B1E,1564,729,682,14.1,63.9,22,48.8,2.3,2.7,26464,52608,19.5,37,40,15.3,17.6,48.4,39.4,19.4,0.981191223,0.006269592,0.015673981,0.01572327,0.777777778,0.22962963,0.144654088,1.043478261,0.927444795
2016,B1G,2,B1G,2.7,1.9,0,01B1G,1867,898,843,12.8,61.5,25.4,51.4,2.2,2.6,24688,48192,21.7,30.9,37.5,19.4,20.8,47.1,39.1,16.9,0.983957219,0.013368984,0.013333333,0.016042781,0.710059172,0.284023669,0.159574468,0.666666667,0.948787062
2016,B1H,2,B1H,3.1,5.7,0,01B1H,9642,4539,4296,12.6,64.3,23.1,50.7,2.2,2.7,26786,49499,21.5,32.9,42,18.7,21.2,47.2,38.5,18.5,0.994176813,0.007936508,0.039174166,0.00952381,0.747663551,0.252336449,0.1328125,0.985294118,0.930555556
2016,B1J,2,B1J,2.8,3.8,0,01B1J,969,707,479,7.7,59.8,32.5,58.7,2,2.4,36779,64640,11.9,16.7,40,9.8,11.1,47.6,36.9,23.6,0.994923858,0.055837563,0.050761421,0.010152284,0.887755102,0.102040816,0.083333333,2.666666667,0.928571429
2016,B1K,2,B1K,4.5,8.1,0,01B1K,3049,1951,1321,11.8,62.9,25.5,52.2,2.3,2.6,34445,69230,10.7,12.4,12.5,8.8,14.2,56.3,45.4,19.4,0.991525424,0.022033898,0.040677966,0,0.939622642,0.064150943,0.107594937,2.235294118,0.94057725
2016,B1L,2,B1L,2.5,4.9,0,01B1L,4905,2086,2007,13.7,66.1,20.3,49.2,2.4,2.8,36713,75975,7.8,11.8,15.9,5.7,11.1,60.4,54.2,10.2,0.990881459,0.030395137,0.029381966,0.019250253,0.910669975,0.089330025,0.072897196,3.974358974,0.942798774
2016,B1M,2,B1M,3.4,3.9,0,01B1M,1130,534,476,11.9,67.3,21.2,50.3,2.3,2.7,37344,83627,10.3,9.1,11.1,7.6,18.8,61.5,54.1,12.7,0.969957082,0.012875536,0.021459227,0.030172414,0.928571429,0.081632653,0.072463768,3.8,0.943722944
2016,B1N,2,B1N,2.6,3.4,0,01B1N,5705,2640,2465,14.7,65.1,20.2,47.1,2.3,2.7,26231,46624,25,43,54,20.4,22.5,54,43.5,19.4,0.992084433,0.01407212,0.05193662,0.075704225,0.688888889,0.311111111,0.158415842,0.666666667,0.914818101
2016,B1P,2,B1P,3.2,5.7,0,01B1P,14296,7456,6820,13.7,64.5,21.7,46.8,2.1,2.7,27345,45926,25,33.5,37.8,23.7,22,55.1,46.6,15.6,0.966029724,0.02866242,0.042462845,0.058740269,0.555392517,0.444607483,0.125333333,1.776595745,0.872454448
2016,B1R,2,B1R,2.1,2.8,0,01B1R,4318,1850,1799,14.8,65,20.1,46.1,2.4,2.7,36011,73664,9.5,12.3,12.5,8,11.6,59.3,51.8,12.9,0.997682503,0.023174971,0.046349942,0.00811124,0.828254848,0.171745152,0.06345733,4.413793103,0.909836066
2016,B1S,2,B1S,6.8,5.3,0,01B1S,8548,3832,3541,13.1,57.9,29,51.1,2.2,2.7,32665,57842,14.5,17,25.4,13,16.5,55,48.1,12.7,0.968810916,0.032488629,0.155945419,0.042207792,0.616147309,0.339943343,0.074263764,4.517241379,0.905882353
2016,B1T,2,B1T,3.7,2.5,0,01B1T,354,315,175,8.5,56.3,33.8,58.6,2,2.6,30592,56768,12.7,0,0,10.3,16,44.4,33.3,25,0.983870968,0.032258065,0.031746032,0,0.935483871,0.064516129,0.064516129,2.5,1
2016,B1V,2,B1V,3.8,5.5,0,01B1V,6311,2942,2770,14.2,63.9,21.9,48.6,2.2,2.7,27221,48213,24,35,41.7,21.2,22.4,50,39.8,20.6,0.997598078,0.006405124,0.040032026,0.0072,0.717625899,0.282374101,0.201219512,0.575757576,0.914979757
2016,B1W,2,B1W,9.9,10.3,111,01B1W,3422,1114,1059,33,61.8,5.1,23.5,3.2,3.3,11296,23317,NA,NA,NA,NA,NA,38.9,29,24.7,0.986842105,0.010233918,0.992690058,0,0.203791469,0.246445498,0.305555556,0.602272727,0.937031484
2016,B1X,2,B1X,3.1,8.2,0,01B1X,843,593,366,13,61.5,25.4,52.3,2.3,2.6,34688,67584,11.9,17.9,12.5,12.2,11.9,58.1,47.1,18.9,0.979591837,0.056122449,0.020408163,0.015228426,0.947368421,0.052631579,0.086021505,2.5,0.958974359
2016,B1Y,2,B1Y,3.2,6.5,0,01B1Y,5885,2836,2535,12.8,64,23.1,51.1,2.3,2.6,32343,63982,15.3,25.9,32.7,12.4,15.8,55.3,43.1,21.9,0.996578272,0.013686912,0.03510274,0.007705479,0.851190476,0.146825397,0.192,0.625,0.936371453
2016,B2A,2,B2A,3.8,7.9,0,01B2A,8017,3713,3497,12.9,61.8,25.4,51.4,2.2,2.7,27760,52437,20,27.7,30.6,17.7,20.2,53,44.9,15.5,0.99615631,0.01793722,0.035874439,0.009609225,0.73676681,0.264663805,0.139902676,1.017391304,0.930967742
2016,B2C,2,B2C,4.8,12.7,11,01B2C,290,231,139,8.6,63.8,27.6,56.1,2,2.7,28693,52928,17.5,12.5,0,17.6,20,61.5,42.3,31.2,1.019607843,0,0.057692308,0,0.888888889,0.074074074,0.153846154,0.5,0.980769231
2016,B2E,2,B2E,0.5,7.2,909,01B2E,41,139,26,0,62.5,50,63.2,1.8,1.7,NA,39040,NA,NA,NA,NA,NA,50,37.5,0,1,0,0,0,1.25,0,0,NaN,0.777777778
2016,B2G,2,B2G,3.7,4.7,0,01B2G,14361,7542,6097,15.7,63,21.3,45.1,2.3,2.8,33528,65077,13.9,16,18.6,13.1,14.7,63.9,57,10.8,0.972753008,0.055909413,0.041401274,0.05626327,0.721311475,0.277868852,0.070882557,4.803921569,0.877098964
2016,B2H,2,B2H,3.8,5,0,01B2H,14477,7277,6540,14.2,62.3,23.5,48.9,2.2,2.7,31004,55637,19.8,25.9,26.8,18.4,18.5,56.8,50.5,11.2,0.983110486,0.036229335,0.027797326,0.058037285,0.67781155,0.322948328,0.124092409,1.723404255,0.873669269
2016,B2J,2,B2J,5,7.3,909,01B2J,68,116,35,7.7,53.8,38.5,55.7,2,2.8,NA,48512,NA,NA,NA,NA,NA,42.9,42.9,0,1,0,0.117647059,0,1,0,0,NaN,1
2016,B2N,2,B2N,4.4,5.8,0,01B2N,19842,10195,9436,13.9,62.2,23.9,46.7,2,2.6,27205,45558,24,29,37.1,23.8,20.8,56.7,50.9,10.3,0.972367049,0.049543677,0.069621904,0.060756193,0.499469777,0.478791092,0.132123046,1.633587786,0.837233763
2016,B2R,2,B2R,1.5,3.7,0,01B2R,2459,1030,981,14.2,67.7,17.9,47.8,2.5,2.7,43947,99686,5.3,3.6,7.4,5,8.1,67,63,5.9,0.973947896,0.076152305,0.032064128,0.034068136,0.909547739,0.090452261,0.034482759,11.1,0.935353535
2016,B2S,2,B2S,2.1,3.2,0,01B2S,7583,3018,2919,18.7,69.3,12.1,41.1,2.6,2.9,38229,82219,8.1,10.9,12.8,6.7,10.4,71.1,65.4,8,0.98807947,0.035761589,0.037086093,0.01986755,0.821428571,0.176870748,0.11239861,1.453608247,0.906417112
2016,B2T,2,B2T,2,2,0,01B2T,16980,6446,6208,19.3,69.1,11.6,42.3,2.7,2.9,44732,102674,6.1,7.4,9.2,5.3,7.4,72,67.7,6,0.972034148,0.063879894,0.043567854,0.023255814,0.868760064,0.132045089,0.059006211,5.324561404,0.921615202
2016,B2V,2,B2V,2.1,4.2,0,01B2V,12230,4725,4643,16.8,68.4,14.8,43,2.6,2.9,42880,94344,6,9.1,9.2,5.3,4.6,67.9,63.5,6.4,0.983002833,0.05544314,0.036827195,0.068016194,0.811099253,0.184631804,0.041942605,8.368421053,0.918509419
2016,B2W,2,B2W,3.1,3.8,0,01B2W,32537,13419,13095,15.1,64.9,20,45.2,2.4,2.7,39597,80512,8.5,15.6,16,7.3,5.8,64.4,60.2,6.5,0.976961395,0.071750973,0.051050584,0.09307393,0.762032086,0.237967914,0.077249576,3.743589744,0.89573534
2016,B2X,2,B2X,3,4.7,0,01B2X,11629,4983,4725,16.3,68.7,14.9,42.9,2.4,2.8,38149,77602,14.4,22.5,27.7,13.1,9.1,66.1,61.4,7,0.975281873,0.05810928,0.040312094,0.07845687,0.712473573,0.286469345,0.081664099,3.594339623,0.870061457
2016,B2Y,2,B2Y,4.6,5.5,0,01B2Y,14595,7961,7340,11.9,70.2,18,43.4,1.9,2.6,32260,53466,20.8,31.4,32.7,19.3,18.3,64.4,59.4,7.7,0.968394886,0.079218472,0.045470693,0.075666075,0.434039645,0.565960355,0.098300971,3.666666667,0.822875583
2016,B2Z,2,B2Z,2.9,4.4,0,01B2Z,8258,3291,3158,15.1,69.8,15.1,46,2.6,2.8,37423,84631,10.8,14.9,17.7,9.2,12.9,66.4,60.6,8.6,0.986834231,0.037701975,0.076600838,0.198683423,0.924646782,0.075353218,0.107438017,1.865384615,0.953502415
2016,B3A,2,B3A,3.9,5.6,0,01B3A,20131,11840,10808,11.6,72,16.4,43.4,1.8,2.5,30309,45739,24.6,34.9,37.6,24.3,17.1,64.1,58.3,9.1,0.961220916,0.086064548,0.049787341,0.126313157,0.313308688,0.686691312,0.132589839,1.978193146,0.811268317
2016,B3B,2,B3B,5.6,3.3,1,01B3B,1438,584,524,20.5,73.6,5.9,31,2.5,2.8,33808,65280,20.2,33.8,35.5,15.8,6.3,79.9,73,8.6,0.95505618,0.060150376,0.04887218,0.146067416,0.03,0.97,0.086092715,2.692307692,0.721374046
2016,B3E,2,B3E,3.7,3.2,0,01B3E,6782,2749,2637,16.4,67.5,16.1,44.1,2.5,2.8,39581,83161,8.7,10,7.2,7.5,11.9,69.5,63.8,8.2,0.989953632,0.037867079,0.033230294,0.047140649,0.894837476,0.105162524,0.126482213,1.458333333,0.932864949
2016,B3G,2,B3G,2.3,3.4,0,01B3G,10593,4263,4142,19.4,69.8,10.9,38.6,2.6,2.8,39178,80043,9.1,13.1,10.7,7.2,12.2,71.9,67.2,6.5,0.986767486,0.034482759,0.059546314,0.037789325,0.874396135,0.125603865,0.0992,1.758064516,0.894409938
2016,B3H,2,B3H,7.2,7.1,101,01B3H,18814,11098,9135,8.1,75.8,16.1,29.2,2,2.7,28797,51309,25.2,14.7,22.4,29.2,12.8,63.8,56.3,11.7,0.835933148,0.143454039,0.013649025,0.213091922,0.327153762,0.673391494,0.018968583,38.78125,0.688217184
2016,B3J,2,B3J,5.1,7.1,101,01B3J,5901,4326,3464,4,87.7,8.3,27.8,1.7,2.3,27653,44920,31.8,34.5,38.5,33.5,12.6,71.9,65.2,9.3,0.72766323,0.176824034,0.026609442,0.32360515,0.115440115,0.886002886,0.019202363,35.76923077,0.559688581
2016,B3K,2,B3K,6.6,7.1,1,01B3K,20591,11773,10448,9.6,74.3,16.2,35.9,1.9,2.5,31407,52792,23.2,35.2,35.1,21.2,23.7,71,65.1,8.4,0.927164334,0.096682219,0.044323484,0.173146708,0.316979317,0.683020683,0.07768595,6.164893617,0.737103954
2016,B3L,2,B3L,3.6,5,0,01B3L,17534,8922,8188,13.3,73.5,13.2,35.3,2.1,2.8,31706,57486,21.2,28.3,28.7,20.3,17.5,67.3,62.4,7.4,0.902662468,0.124534784,0.032636702,0.152833429,0.422113622,0.577886378,0.052182639,10.33653846,0.793522267
2016,B3M,2,B3M,3.6,4.9,0,01B3M,32204,16023,15123,14.1,69.6,16.3,37.9,2.1,2.7,33158,57061,20.3,31.3,36.1,19.5,12,66.9,62.1,7.2,0.884483297,0.191100703,0.029195941,0.216549571,0.344224422,0.655445545,0.077177508,5.503571429,0.761041009
